Date,Baseline Period,Actual Consumption (kWh),Avg WB Temperature (°F),Product A,Product B,Seasonal Indicator,"Max (AvgWB,55) (°F)",Total Production,Expected Consumption (kWh),Actual Minus Expected (kWh),Cumulative Energy Savings (kWh)
9/24/2014,0.00,56912.51,67.49,40358.94,85369.85,0.00,67.49,125728.79,63313.90,6401.40,125891.22
9/25/2014,0.00,72677.74,65.66,172607.00,314983.39,0.00,65.66,487590.38,74800.71,2122.97,128014.19
9/26/2014,0.00,81927.51,67.17,188163.46,456231.94,0.00,67.17,644395.40,81261.11,-666.39,127347.79
9/27/2014,0.00,76584.67,68.62,143708.07,375093.62,0.00,68.62,518801.69,77795.96,1211.28,128559.07
9/28/2014,0.00,73299.47,65.41,249024.39,355403.74,0.00,65.41,604428.13,78733.77,5434.30,133993.37
9/29/2014,0.00,46600.09,61.04,107224.78,0.00,0.00,61.04,107224.78,58522.67,11922.58,145915.96
9/30/2014,0.00,51284.87,58.93,120295.25,0.00,0.00,58.93,120295.25,57629.40,6344.53,152260.49
10/1/2014,0.00,73460.94,60.28,132338.56,352418.06,0.00,60.28,484756.61,71252.02,-2208.92,150051.57
10/2/2014,0.00,71257.88,61.41,232370.11,324872.35,0.00,61.41,557242.46,74512.50,3254.62,153306.19
10/3/2014,0.00,78722.73,62.45,193604.20,287998.29,0.00,62.45,481602.49,72531.39,-6191.34,147114.85
10/4/2014,0.00,80085.36,63.99,175268.85,466741.58,0.00,63.99,642010.43,79137.59,-947.77,146167.08
10/5/2014,0.00,73702.47,65.29,195570.45,389969.83,0.00,65.29,585540.28,77990.31,4287.84,150454.92
10/6/2014,0.00,50804.65,66.76,245784.14,0.00,0.00,66.76,245784.14,67042.02,16237.37,166692.30
10/7/2014,0.00,49657.65,68.15,0.00,0.00,0.00,68.15,0.00,59336.22,9678.57,176370.87
10/8/2014,0.00,68307.07,68.78,167853.80,257092.53,0.00,68.78,424946.33,74613.95,6306.88,182677.75
10/9/2014,0.00,68492.82,70.31,161022.60,295132.08,0.00,70.31,456154.68,76686.03,8193.22,190870.97
10/10/2014,0.00,75109.35,61.48,179026.31,329571.16,0.00,61.48,508597.47,72855.99,-2253.36,188617.61
10/11/2014,0.00,69701.47,59.41,325477.55,462603.68,0.00,59.41,788081.23,81307.92,11606.44,200224.05
10/12/2014,0.00,71787.66,58.91,234694.44,346232.39,0.00,58.91,580926.82,73734.43,1946.78,202170.82
10/13/2014,0.00,58349.85,61.22,216572.49,0.00,0.00,61.22,216572.49,62466.54,4116.69,206287.51
10/14/2014,0.00,59746.38,61.36,0.00,0.00,0.00,61.36,0.00,54973.15,-4773.23,201514.28
10/15/2014,0.00,68049.43,63.62,144150.01,414570.97,0.00,63.62,558720.98,75980.72,7931.30,209445.58
10/16/2014,0.00,75614.13,63.02,120455.42,216012.24,0.00,63.02,336467.67,67815.46,-7798.67,201646.91
10/17/2014,0.00,73363.13,63.09,246200.98,447322.90,0.00,63.09,693523.88,80363.16,7000.03,208646.94
10/18/2014,0.00,77469.10,61.56,294740.89,405356.24,0.00,61.56,700097.13,79609.74,2140.64,210787.58
10/19/2014,0.00,75137.41,65.07,274277.09,418341.82,0.00,65.07,692618.91,81601.25,6463.84,217251.42
10/20/2014,0.00,71137.86,65.23,0.00,0.00,0.00,65.23,0.00,57457.12,-13680.74,203570.68
10/21/2014,0.00,65739.62,60.75,383333.71,0.00,0.00,60.75,383333.71,68000.18,2260.56,205831.24
10/22/2014,0.00,70861.21,56.55,129079.39,325425.51,0.00,56.55,454504.91,67798.33,-3062.88,202768.36
10/23/2014,0.00,69338.33,58.81,202719.79,417218.40,0.00,58.81,619938.19,75038.55,5700.22,208468.58
10/24/2014,0.00,73958.44,62.98,268189.84,392376.27,0.00,62.98,660566.11,79134.69,5176.25,213644.83
10/25/2014,0.00,69801.89,51.78,171733.60,466681.28,0.00,55.00,638414.89,73238.71,3436.81,217081.64
10/26/2014,0.00,69301.47,45.79,185603.56,355514.69,0.00,55.00,541118.26,69833.32,531.85,217613.49
10/27/2014,0.00,54158.15,43.96,313638.82,0.00,0.00,55.00,313638.82,61871.54,7713.39,225326.89
10/28/2014,0.00,55752.29,41.78,0.00,0.00,0.00,55.00,0.00,50894.19,-4858.11,220468.78
10/29/2014,0.00,74626.14,49.69,188744.86,434175.47,0.00,55.00,622920.33,72696.40,-1929.74,218539.04
10/30/2014,0.00,72157.59,58.02,219996.01,506063.43,0.00,58.02,726059.43,78245.50,6087.91,224626.94
10/31/2014,0.00,74579.65,58.47,212826.60,498968.04,0.00,58.47,711794.64,78033.92,3454.27,228081.22
11/1/2014,0.00,77618.32,59.03,243719.08,349271.38,0.00,59.03,592990.45,74234.60,-3383.72,224697.49
11/2/2014,0.00,72274.84,62.02,274296.31,404654.96,0.00,62.02,678951.27,79161.75,6886.91,231584.40
11/3/2014,0.00,56155.82,65.81,206658.37,0.00,0.00,65.81,206658.37,65067.18,8911.35,240495.75
11/4/2014,0.00,56177.36,54.25,30073.81,0.00,0.00,55.00,30073.81,51946.77,-4230.59,236265.16
11/5/2014,0.00,67754.92,46.62,144754.79,320694.70,0.00,55.00,465449.50,67184.92,-570.01,235695.15
11/6/2014,0.00,72716.68,45.58,175378.26,501757.89,0.00,55.00,677136.16,74593.95,1877.27,237572.43
11/7/2014,0.00,73927.69,47.28,259118.11,417430.48,0.00,55.00,676548.59,74573.39,645.70,238218.13
11/8/2014,0.00,69042.50,58.46,239914.59,430237.90,0.00,58.46,670152.49,76571.40,7528.90,245747.03
11/9/2014,0.00,70948.55,56.35,252936.79,480213.33,0.00,56.35,733150.13,77418.31,6469.76,252216.79
11/10/2014,0.00,58211.85,42.16,198600.69,0.00,0.00,55.00,198600.69,57845.21,-366.65,251850.15
11/11/2014,0.00,63802.25,45.14,156176.11,0.00,0.00,55.00,156176.11,56360.35,-7441.90,244408.25
11/12/2014,0.00,64367.38,50.52,295600.95,484348.79,0.00,55.00,779949.74,78192.43,13825.04,258233.29
11/13/2014,0.00,67636.66,48.00,175027.70,360225.20,0.00,55.00,535252.90,69628.04,1991.37,260224.67
11/14/2014,0.00,59417.52,44.96,249491.72,432179.65,0.00,55.00,681671.37,74752.68,15335.16,275559.83
11/15/2014,0.00,74502.32,32.02,251369.22,481485.65,0.00,55.00,732854.87,76544.11,2041.78,277601.61
11/16/2014,0.00,71563.76,35.01,193981.47,477234.70,0.00,55.00,671216.17,74386.75,2822.99,280424.60
11/17/2014,0.00,72399.80,47.56,296321.76,0.00,0.00,55.00,296321.76,61265.45,-11134.35,269290.25
11/18/2014,0.00,63185.96,57.46,0.00,0.00,0.00,57.46,0.00,52471.10,-10714.86,258575.39
11/19/2014,0.00,65537.91,64.17,180047.73,400751.40,0.00,64.17,580799.12,77110.64,11572.73,270148.12
11/20/2014,0.00,70933.61,61.75,161502.57,434447.87,0.00,61.75,595950.44,76082.20,5148.59,275296.71
11/21/2014,0.00,70358.63,43.63,279239.51,398526.29,0.00,55.00,677765.80,74615.99,4257.36,279554.07
11/22/2014,0.00,72073.44,42.19,239119.25,446036.20,0.00,55.00,685155.45,74874.63,2801.19,282355.26
11/23/2014,0.00,74557.96,50.59,222865.93,471420.46,0.00,55.00,694286.39,75194.21,636.25,282991.51
11/24/2014,0.00,66926.74,57.29,375351.33,0.00,0.00,57.29,375351.33,65502.93,-1423.81,281567.70
11/25/2014,0.00,62763.06,55.55,0.00,0.00,0.00,55.55,0.00,51244.96,-11518.10,270049.60
11/26/2014,0.00,68993.73,35.25,272856.85,376802.32,0.00,55.00,649659.16,73632.26,4638.52,274688.12
11/27/2014,0.00,70803.69,34.30,187058.41,488242.70,0.00,55.00,675301.11,74529.72,3726.04,278414.16
11/28/2014,0.00,57837.11,47.44,308619.52,457185.74,0.00,55.00,765805.26,77697.37,19860.26,298274.42
11/29/2014,0.00,39229.85,37.82,8014.64,19339.08,0.00,55.00,27353.72,51851.57,12621.71,310896.13
11/30/2014,0.00,63186.31,29.89,67363.68,162546.49,0.00,55.00,229910.17,58941.04,-4245.27,306650.86
12/1/2014,0.00,41865.64,33.95,73728.16,0.00,0.00,55.00,73728.16,53474.67,11609.03,318259.89
12/2/2014,0.00,45182.10,36.57,85311.25,0.00,0.00,55.00,85311.25,53880.08,8697.98,326957.87
12/3/2014,0.00,69716.24,43.52,224445.91,400751.61,0.00,55.00,625197.53,72776.10,3059.85,330017.73
12/4/2014,0.00,75356.75,49.00,215076.26,309499.99,0.00,55.00,524576.26,69254.35,-6102.40,323915.33
12/5/2014,0.00,70115.46,54.31,261471.13,456856.15,0.00,55.00,718327.29,76035.64,5920.18,329835.51
12/6/2014,0.00,78059.59,62.70,308446.17,468496.33,0.00,62.70,776942.51,83028.30,4968.71,334804.23
12/7/2014,0.00,69916.76,66.26,171497.55,246789.16,0.00,66.26,418286.71,72763.36,2846.60,337650.83
12/8/2014,0.00,69903.60,65.24,349750.72,0.00,0.00,65.24,349750.72,69708.02,-195.58,337455.25
12/9/2014,0.00,68648.46,58.20,278223.74,0.00,0.00,58.20,278223.74,62683.05,-5965.40,331489.85
12/10/2014,0.00,68242.30,49.36,97634.50,266673.33,0.00,55.00,364307.83,63644.96,-4597.34,326892.51
12/11/2014,0.00,63047.49,54.54,155899.62,348629.89,0.00,55.00,504529.51,68552.72,5505.23,332397.74
12/12/2014,0.00,72494.87,51.00,160949.93,370237.96,0.00,55.00,531187.89,69485.76,-3009.11,329388.63
12/13/2014,0.00,67181.54,39.31,259833.37,459926.67,0.00,55.00,719760.04,76085.79,8904.24,338292.87
12/14/2014,0.00,73864.77,35.39,253040.10,376412.88,0.00,55.00,629452.98,72925.04,-939.73,337353.14
12/15/2014,0.00,67563.53,35.76,562563.80,0.00,0.00,55.00,562563.80,70583.92,3020.39,340373.52
12/16/2014,0.00,61165.21,54.32,0.00,0.00,0.00,55.00,0.00,50894.19,-10271.02,330102.50
12/17/2014,0.00,63358.59,43.98,164172.65,235274.19,0.00,55.00,399446.84,64874.82,1516.23,331618.74
12/18/2014,0.00,70516.05,36.30,164633.15,473479.83,0.00,55.00,638112.98,73228.14,2712.09,334330.83
12/19/2014,0.00,65391.83,39.57,199458.71,419978.27,0.00,55.00,619436.98,72574.48,7182.65,341513.47
12/20/2014,0.00,72100.78,38.21,177836.34,395829.28,0.00,55.00,573665.62,70972.48,-1128.30,340385.18
12/21/2014,0.00,75623.95,37.59,163825.29,471156.45,0.00,55.00,634981.74,73118.55,-2505.41,337879.77
12/22/2014,0.00,67150.63,47.81,473455.50,0.00,0.00,55.00,473455.50,67465.13,314.50,338194.27
12/23/2014,0.00,68890.47,62.73,28072.68,0.00,0.00,62.73,28072.68,56837.02,-12053.45,326140.82
12/24/2014,0.00,64322.58,67.22,179610.87,311129.21,0.00,67.22,490740.08,75910.95,11588.37,337729.19
12/25/2014,0.00,57960.47,55.99,248454.71,357532.39,0.00,55.99,605987.10,72741.61,14781.14,352510.34
12/26/2014,0.00,41870.57,35.26,0.00,0.00,0.00,55.00,0.00,50894.19,9023.61,361533.95
12/27/2014,0.00,57388.90,32.85,77281.09,117873.17,0.00,55.00,195154.26,57724.58,335.68,361869.63
12/28/2014,0.00,65508.41,39.66,138867.87,367949.17,0.00,55.00,506817.04,68632.78,3124.37,364994.01
12/29/2014,0.00,64759.02,38.16,722975.43,0.00,0.00,55.00,722975.43,76198.33,11439.30,376433.31
12/30/2014,0.00,51588.62,39.03,93614.73,0.00,0.00,55.00,93614.73,54170.70,2582.08,379015.39
12/31/2014,0.00,64703.35,47.94,156634.11,258840.98,0.00,55.00,415475.09,65435.81,732.46,379747.85
1/1/2015,0.00,56662.77,45.06,216999.37,506331.86,0.00,55.00,723331.22,76210.78,19548.01,399295.86
1/2/2015,0.00,43486.25,43.14,0.00,0.00,0.00,55.00,0.00,50894.19,7407.94,406703.79
1/3/2015,0.00,66800.57,41.26,138053.72,325213.80,0.00,55.00,463267.52,67108.55,307.98,407011.77
1/4/2015,0.00,64417.38,46.93,230120.18,320406.57,0.00,55.00,550526.75,70162.62,5745.24,412757.01
1/5/2015,0.00,59991.55,26.48,521430.99,0.00,0.00,55.00,521430.99,69144.27,9152.72,421909.73
1/6/2015,0.00,55037.04,31.90,308877.74,0.00,0.00,55.00,308877.74,61704.91,6667.87,428577.60
1/7/2015,0.00,64662.78,43.20,160660.88,268913.66,0.00,55.00,429574.54,65929.29,1266.52,429844.11
1/8/2015,0.00,66821.69,34.17,167885.05,405101.47,0.00,55.00,572986.52,70948.71,4127.02,433971.13
1/9/2015,0.00,71385.38,16.02,189783.44,385317.89,0.00,55.00,575101.32,71022.73,-362.64,433608.49
1/10/2015,0.00,72598.93,23.61,151838.18,375377.71,0.00,55.00,527215.89,69346.74,-3252.19,430356.30
1/11/2015,0.00,73597.35,37.48,165324.19,423018.12,0.00,55.00,588342.31,71486.17,-2111.18,428245.12
1/12/2015,0.00,56994.06,47.02,348860.51,0.00,0.00,55.00,348860.51,63104.30,6110.25,434355.37
1/13/2015,0.00,41023.58,58.04,105515.96,0.00,0.00,58.04,105515.96,56540.22,15516.65,449872.02
1/14/2015,0.00,68865.17,42.91,138787.52,255495.21,0.00,55.00,394282.73,64694.08,-4171.09,445700.92
1/15/2015,0.00,74051.00,44.18,242422.83,360619.04,0.00,55.00,603041.88,72000.65,-2050.35,443650.57
1/16/2015,0.00,68363.54,49.20,218422.04,354864.16,0.00,55.00,573286.21,70959.20,2595.66,446246.23
1/17/2015,0.00,71536.27,38.22,195088.46,389008.73,0.00,55.00,584097.19,71337.59,-198.68,446047.55
1/18/2015,0.00,67695.50,29.68,149816.94,365017.91,0.00,55.00,514834.86,68913.40,1217.91,447265.46
1/19/2015,0.00,57605.06,37.18,318427.95,0.00,0.00,55.00,318427.95,62039.16,4434.10,451699.56
1/20/2015,0.00,36854.02,30.18,104501.00,0.00,0.00,55.00,104501.00,54551.72,17697.70,469397.26
1/21/2015,0.00,40174.42,38.42,0.00,0.00,0.00,55.00,0.00,50894.19,10719.76,480117.02
1/22/2015,0.00,66403.05,39.25,140913.15,307854.84,0.00,55.00,448767.99,66601.06,198.02,480315.04
1/23/2015,0.00,68601.54,39.42,202696.47,315708.83,0.00,55.00,518405.30,69038.37,436.83,480751.87
1/24/2015,0.00,57233.65,25.07,183235.97,427550.60,0.00,55.00,610786.57,72271.72,15038.07,495789.94
1/25/2015,0.00,66978.31,27.85,223947.57,351753.13,0.00,55.00,575700.70,71043.71,4065.40,499855.33
1/26/2015,0.00,50081.24,21.58,243656.05,0.00,0.00,55.00,243656.05,59422.15,9340.91,509196.24
1/27/2015,0.00,48972.10,29.51,84568.67,0.00,0.00,55.00,84568.67,53854.09,4881.99,514078.23
1/28/2015,0.00,62189.64,35.68,180593.76,298434.79,0.00,55.00,479028.55,67660.18,5470.55,519548.78
1/29/2015,0.00,62670.53,47.18,164916.04,360294.29,0.00,55.00,525210.33,69276.55,6606.02,526154.80
1/30/2015,0.00,57220.29,31.02,76299.92,108445.65,0.00,55.00,184745.57,57360.28,139.99,526294.79
1/31/2015,0.00,63227.91,24.10,130091.44,357142.42,0.00,55.00,487233.85,67947.37,4719.46,531014.25
2/1/2015,0.00,72316.94,24.27,240938.87,342448.22,0.00,55.00,583387.09,71312.73,-1004.20,530010.04
2/2/2015,0.00,56356.39,29.80,482159.79,0.00,0.00,55.00,482159.79,67769.78,11413.38,541423.43
2/3/2015,0.00,39281.13,40.21,97588.20,0.00,0.00,55.00,97588.20,54309.77,15028.65,556452.07
2/4/2015,0.00,49591.35,54.23,38768.76,69222.22,0.00,55.00,107990.99,54673.87,5082.52,561534.59
2/5/2015,0.00,72079.54,61.89,150616.08,358222.03,0.00,61.89,508838.10,73126.52,1046.98,562581.57
2/6/2015,0.00,73756.92,48.00,162236.30,393367.46,0.00,55.00,555603.76,70340.32,-3416.60,559164.96
2/7/2015,0.00,69628.93,51.09,178985.49,423659.26,0.00,55.00,602644.75,71986.75,2357.82,561522.78
2/8/2015,0.00,67040.96,34.52,161481.75,356087.96,0.00,55.00,517569.71,69009.12,1968.16,563490.95
2/9/2015,0.00,65245.83,38.46,591821.22,0.00,0.00,55.00,591821.22,71607.93,6362.09,569853.04
2/10/2015,0.00,53104.06,43.00,0.00,0.00,0.00,55.00,0.00,50894.19,-2209.88,567643.16
2/11/2015,0.00,65906.82,44.62,145193.95,301556.66,0.00,55.00,446750.61,66530.46,623.64,568266.80
2/12/2015,0.00,68853.34,46.69,219880.65,301163.55,0.00,55.00,521044.20,69130.73,277.39,568544.19
2/13/2015,0.00,70207.76,41.15,160885.28,446228.98,0.00,55.00,607114.26,72143.18,1935.43,570479.62
2/14/2015,0.00,70686.47,33.04,139360.60,294784.58,0.00,55.00,434145.18,66089.27,-4597.20,565882.42
2/15/2015,0.00,60836.49,34.76,114518.11,297417.54,0.00,55.00,411935.65,65311.93,4475.44,570357.85
2/16/2015,0.00,28581.77,39.29,41050.88,0.00,0.00,55.00,41050.88,52330.97,23749.20,594107.05
2/17/2015,0.00,36958.19,40.66,0.00,0.00,0.00,55.00,0.00,50894.19,13935.99,608043.05
2/18/2015,0.00,71413.45,39.19,125997.03,305499.66,0.00,55.00,431496.69,65996.57,-5416.88,602626.16
2/19/2015,0.00,71255.49,46.23,221134.78,313007.20,0.00,55.00,534141.98,69589.15,-1666.34,600959.83
2/20/2015,0.00,75311.93,57.03,202133.63,332611.42,0.00,57.03,534745.05,70915.06,-4396.87,596562.96
2/21/2015,0.00,77046.15,59.25,230753.92,363972.67,0.00,59.25,594726.59,74434.57,-2611.58,593951.37
2/22/2015,0.00,68865.10,60.78,155429.08,359236.74,0.00,60.78,514665.82,72618.56,3753.46,597704.84
2/23/2015,0.00,43537.22,53.64,268308.13,0.00,0.00,55.00,268308.13,60284.97,16747.75,614452.59
2/24/2015,0.00,44888.88,42.44,0.00,0.00,0.00,55.00,0.00,50894.19,6005.30,620457.89
2/25/2015,0.00,72042.87,49.94,132457.24,359948.85,0.00,55.00,492406.09,68128.40,-3914.47,616543.42
2/26/2015,0.00,72641.78,52.17,246489.01,337608.18,0.00,55.00,584097.19,71337.59,-1304.19,615239.22
2/27/2015,0.00,70269.17,47.40,156474.60,244742.33,0.00,55.00,401216.93,64936.78,-5332.39,609906.83
2/28/2015,0.00,69668.74,43.18,198675.52,459190.43,0.00,55.00,657865.95,73919.49,4250.75,614157.58
3/1/2015,0.00,71622.69,32.24,167009.46,391550.60,0.00,55.00,558560.06,70443.79,-1178.91,612978.67
3/2/2015,0.00,42604.86,35.06,111497.95,0.00,0.00,55.00,111497.95,54796.61,12191.75,625170.42
3/3/2015,0.00,42073.08,46.54,0.00,0.00,0.00,55.00,0.00,50894.19,8821.11,633991.53
3/4/2015,0.00,63752.61,49.43,104635.97,293219.42,0.00,55.00,397855.39,64819.12,1066.52,635058.05
3/5/2015,0.00,70976.01,53.02,209426.33,330332.25,0.00,55.00,539758.58,69785.74,-1190.27,633867.78
3/6/2015,0.00,72418.34,36.46,200578.00,344470.92,0.00,55.00,545048.92,69970.90,-2447.44,631420.34
3/7/2015,0.00,73738.83,40.92,214496.43,347012.55,0.00,55.00,561508.98,70547.00,-3191.83,628228.50
3/8/2015,0.00,68278.18,38.24,205566.43,338260.11,0.00,55.00,543826.54,69928.11,1649.94,629878.44
3/9/2015,0.00,36076.77,42.11,118350.96,0.00,0.00,55.00,118350.96,55036.47,18959.70,648838.15
3/10/2015,0.00,46616.47,47.13,0.00,0.00,0.00,55.00,0.00,50894.19,4277.72,653115.86
3/11/2015,0.00,68994.57,51.41,154554.73,289568.06,0.00,55.00,444122.79,66438.48,-2556.08,650559.78
3/12/2015,0.00,77460.41,50.62,180799.82,410049.26,0.00,55.00,590849.07,71573.90,-5886.51,644673.27
3/13/2015,0.00,76305.87,56.13,160383.88,429262.74,0.00,56.13,589646.62,72256.53,-4049.34,640623.92
3/14/2015,0.00,74468.88,57.67,209333.69,453114.70,0.00,57.67,662448.40,75796.25,1327.37,641951.30
3/15/2015,0.00,76960.86,36.68,264697.77,362548.13,0.00,55.00,627245.90,72847.79,-4113.07,637838.22
3/16/2015,0.00,60841.46,39.71,346051.84,0.00,0.00,55.00,346051.84,63006.00,2164.54,640002.76
3/17/2015,0.00,48626.84,51.17,37958.76,0.00,0.00,55.00,37958.76,52222.74,3595.90,643598.67
3/18/2015,0.00,69101.19,56.16,168056.35,255259.39,0.00,56.16,423315.75,66454.46,-2646.73,640951.94
3/19/2015,0.00,70959.09,54.17,144120.76,289977.92,0.00,55.00,434098.68,66087.64,-4871.45,636080.48
3/20/2015,0.00,72987.02,43.35,196591.84,301109.02,0.00,55.00,497700.86,68313.72,-4673.31,631407.17
3/21/2015,0.00,72103.51,48.46,140241.86,345024.08,0.00,55.00,485265.94,67878.49,-4225.02,627182.16
3/22/2015,0.00,63370.96,49.86,127695.67,277687.40,0.00,55.00,405383.07,65082.59,1711.64,628893.79
3/23/2015,0.00,34657.11,44.99,93295.11,0.00,0.00,55.00,93295.11,54159.51,19502.41,648396.20
3/24/2015,0.00,42799.97,53.04,0.00,0.00,0.00,55.00,0.00,50894.19,8094.21,656490.42
3/25/2015,0.00,65701.13,54.05,120846.21,301693.00,0.00,55.00,422539.21,65683.06,-18.07,656472.34
3/26/2015,0.00,67414.99,45.74,143849.81,311371.11,0.00,55.00,455220.92,66826.92,-588.07,655884.27
3/27/2015,0.00,77103.98,42.96,222748.66,316594.34,0.00,55.00,539343.00,69771.19,-7332.79,648551.48
3/28/2015,0.00,83533.74,33.61,181810.36,414289.19,0.00,55.00,596099.55,71757.67,-11776.08,636775.41
3/29/2015,0.00,67748.67,42.09,234698.41,326781.04,0.00,55.00,561479.46,70545.97,2797.30,639572.71
3/30/2015,0.00,44962.79,55.19,121719.15,0.00,0.00,55.19,121719.15,55278.33,10315.54,649888.25
3/31/2015,0.00,46827.43,59.80,0.00,0.00,0.00,59.80,0.00,53972.51,7145.08,657033.32
4/1/2015,0.00,67049.91,45.11,154306.30,279138.37,0.00,55.00,433444.68,66064.75,-985.16,656048.16
4/2/2015,0.00,73028.81,46.24,140109.56,276883.17,0.00,55.00,416992.73,65488.93,-7539.88,648508.28
4/3/2015,0.00,73647.10,51.96,164150.07,314421.56,0.00,55.00,478571.63,67644.19,-6002.91,642505.37
4/4/2015,0.00,79766.73,54.98,161137.50,414353.57,0.00,55.00,575491.07,71036.37,-8730.36,633775.01
4/5/2015,0.00,75212.27,59.13,191761.16,449580.50,0.00,59.13,641341.66,75993.04,780.77,634555.78
4/6/2015,0.00,37656.00,61.89,139319.66,0.00,0.00,61.89,139319.66,60194.76,22538.76,657094.54
4/7/2015,0.00,44062.52,59.60,0.00,0.00,0.00,59.60,0.00,53845.06,9782.54,666877.08
4/8/2015,0.00,72070.48,53.69,130376.85,350718.53,0.00,55.00,481095.38,67732.52,-4337.96,662539.12
4/9/2015,0.00,76665.71,61.50,136784.92,371709.21,0.00,61.50,508494.13,72864.54,-3801.18,658737.95
4/10/2015,0.00,77484.04,53.64,197415.11,298602.76,0.00,55.00,496017.87,68254.81,-9229.23,649508.72
4/11/2015,0.00,77282.90,50.05,172394.70,470869.11,0.00,55.00,643263.81,73408.42,-3874.48,645634.24
4/12/2015,0.00,73949.42,50.03,194464.54,295370.57,0.00,55.00,489835.10,68038.41,-5911.00,639723.24
4/13/2015,0.00,42776.61,55.15,169947.82,0.00,0.00,55.15,169947.82,56937.30,14160.69,653883.93
4/14/2015,0.00,46044.49,58.58,11190.39,0.00,0.00,58.58,11190.39,53585.18,7540.69,661424.62
4/15/2015,0.00,68628.62,61.76,128108.07,264861.48,0.00,61.76,392969.55,68985.69,357.07,661781.69
4/16/2015,0.00,76334.96,64.68,180604.46,365028.34,0.00,64.68,545632.80,76204.01,-130.95,661650.74
4/17/2015,0.00,70358.06,55.88,169978.74,303499.64,0.00,55.88,473478.38,68032.53,-2325.53,659325.21
4/18/2015,0.00,75186.02,40.93,147115.91,410141.32,0.00,55.00,557257.22,70398.19,-4787.84,654537.38
4/19/2015,0.00,70080.74,47.47,214666.00,373460.03,0.00,55.00,588126.03,71478.60,1397.86,655935.24
4/20/2015,0.00,41089.86,51.50,141055.05,0.00,0.00,55.00,141055.05,55831.11,14741.25,670676.48
4/21/2015,0.00,33515.68,52.83,0.00,0.00,0.00,55.00,0.00,50894.19,17378.50,688054.99
4/22/2015,0.00,49966.37,53.57,43693.96,104924.95,0.00,55.00,148618.90,56095.85,6129.47,694184.46
4/23/2015,0.00,68614.62,54.64,123826.10,269272.63,0.00,55.00,393098.73,64652.64,-3961.98,690222.48
4/24/2015,0.00,76274.74,59.96,198705.39,275531.81,0.00,59.96,474237.20,70676.66,-5598.07,684624.41
4/25/2015,0.00,81471.76,60.21,185526.69,422757.54,0.00,60.21,608284.24,75528.46,-5943.30,678681.11
4/26/2015,0.00,73621.20,57.28,166328.06,401344.50,0.00,57.28,567672.56,72223.11,-1398.09,677283.02
4/27/2015,0.00,55599.73,63.45,243374.08,0.00,0.00,63.45,243374.08,64834.21,9234.48,686517.50
4/28/2015,0.00,57652.01,59.99,188183.88,0.00,0.00,59.99,188183.88,60682.86,3030.86,689548.36
4/29/2015,0.00,66255.93,64.83,81330.76,231479.85,0.00,64.83,312810.61,68154.55,1898.61,691446.97
4/30/2015,0.00,81466.49,67.42,187950.40,408717.53,0.00,67.42,596667.93,79746.39,-1720.10,689726.87
5/1/2015,0.00,79308.14,67.05,198458.13,517997.20,0.00,67.05,716455.33,83704.71,4396.57,694123.44
5/2/2015,0.00,78018.78,65.52,160309.38,396320.41,0.00,65.52,556629.79,77126.89,-891.89,693231.55
5/3/2015,0.00,77750.56,59.30,250578.44,357621.65,0.00,59.30,608200.09,74938.77,-2811.79,690419.76
5/4/2015,0.00,52149.98,55.20,108467.83,0.00,0.00,55.20,108467.83,54821.81,2671.83,693091.59
5/5/2015,0.00,52540.01,55.36,0.00,0.00,0.00,55.36,0.00,51124.67,-1415.34,691676.26
5/6/2015,0.00,73813.92,58.74,167707.59,271317.52,0.00,58.74,439025.11,68658.01,-5155.91,686520.35
5/7/2015,0.00,80560.45,62.76,201714.93,395074.80,0.00,62.76,596789.72,76760.09,-3800.35,682719.99
5/8/2015,0.00,76537.84,63.15,147765.47,407743.81,0.00,63.15,555509.28,75566.06,-971.78,681748.22
5/9/2015,0.00,78507.94,63.19,197843.05,398069.75,0.00,63.19,595912.80,77004.87,-1503.07,680245.15
5/10/2015,0.00,79174.77,65.64,175161.42,362143.54,0.00,65.64,537304.96,76531.74,-2643.02,677602.12
5/11/2015,0.00,50290.42,67.86,143080.54,0.00,0.00,67.86,143080.54,64154.38,13863.96,691466.09
5/12/2015,0.00,50680.34,68.45,69119.87,0.00,0.00,68.45,69119.87,61943.67,11263.33,702729.42
5/13/2015,0.00,70247.33,70.48,93287.79,266896.72,0.00,70.48,360184.51,73438.00,3190.68,705920.10
5/14/2015,0.00,80816.20,70.29,157390.44,396801.24,0.00,70.29,554191.68,80103.77,-712.42,705207.68
5/15/2015,0.00,80215.66,68.75,169622.01,429749.04,0.00,68.75,599371.04,80695.74,480.08,705687.76
5/16/2015,0.00,73424.46,69.08,182598.27,440604.03,0.00,69.08,623202.30,81741.45,8317.00,714004.76
5/17/2015,0.00,78656.18,63.88,230494.71,330319.67,0.00,63.88,560814.38,76224.35,-2431.83,711572.93
5/18/2015,0.00,51778.64,52.89,152289.00,0.00,0.00,55.00,152289.00,56224.30,4445.66,716018.58
5/19/2015,0.00,52998.30,54.62,57702.86,0.00,0.00,55.00,57702.86,52913.79,-84.51,715934.07
5/20/2015,0.00,76115.58,60.71,149145.06,403244.05,0.00,60.71,552389.11,73892.13,-2223.45,713710.62
5/21/2015,0.00,73354.52,61.83,143701.81,367692.52,0.00,61.83,511394.33,73179.28,-175.24,713535.38
