Date,Baseline Period,Actual Consumption (kWh),Avg WB Temperature (°F),Product A,Product B,Seasonal Indicator,"Max (AvgWB,55) (°F)",Total Production,Expected Consumption (kWh),Actual Minus Expected (kWh),Cumulative Energy Savings (kWh)
5/22/2015,0.00,82988.08,64.96,243525.52,354817.28,0.00,64.96,598342.80,78226.72,-4761.36,708774.02
5/23/2015,0.00,82937.08,66.73,228176.01,340841.46,0.00,66.73,569017.47,78339.30,-4597.78,704176.24
5/24/2015,0.00,84198.18,67.62,188644.88,433945.49,0.00,67.62,622590.37,80786.00,-3412.18,700764.06
5/25/2015,0.00,68050.83,70.08,303702.55,0.00,0.00,70.08,303702.55,71201.29,3150.46,703914.52
5/26/2015,0.00,51040.18,70.44,178135.41,0.00,0.00,70.44,178135.41,67038.02,15997.84,719912.37
5/27/2015,0.00,46474.19,70.03,0.00,0.00,0.00,70.03,0.00,60544.19,14070.00,733982.37
5/28/2015,0.00,72695.63,69.41,120783.22,291446.21,0.00,69.41,412229.43,74573.08,1877.45,735859.82
5/29/2015,0.00,80773.28,70.89,203067.32,356346.79,0.00,70.89,559414.11,80671.12,-102.16,735757.66
5/30/2015,0.00,83180.84,71.04,183022.50,401713.93,0.00,71.04,584736.43,81656.80,-1524.04,734233.62
5/31/2015,0.00,78764.03,71.27,245825.45,346525.03,0.00,71.27,592350.47,82068.00,3303.97,737537.59
6/1/2015,0.00,71693.57,71.13,389949.77,0.00,0.00,71.13,389949.77,74898.47,3204.90,740742.49
6/2/2015,0.00,60432.96,71.05,115041.08,0.00,0.00,71.05,115041.08,65219.41,4786.44,745528.93
6/3/2015,0.00,69107.08,69.54,101949.97,262157.08,0.00,69.54,364107.05,72972.29,3865.21,749394.14
6/4/2015,0.00,81709.42,65.52,176607.91,291848.08,0.00,65.52,468455.99,74041.78,-7667.63,741726.51
6/5/2015,0.00,80409.40,69.07,176693.94,386025.61,0.00,69.07,562719.55,79622.50,-786.90,740939.61
6/6/2015,0.00,84372.28,71.31,184588.01,329584.72,0.00,71.31,514172.73,79357.14,-5015.14,735924.47
6/7/2015,0.00,78675.41,72.97,241491.63,450461.46,0.00,72.97,691953.09,86644.98,7969.58,743894.04
6/8/2015,0.00,61375.52,71.46,163532.54,0.00,0.00,71.46,163532.54,67182.83,5807.31,749701.35
6/9/2015,0.00,58224.90,71.03,168919.58,0.00,0.00,71.03,168919.58,67093.68,8868.78,758570.13
6/10/2015,0.00,71168.45,71.87,102167.57,219114.09,1.00,71.87,321281.65,74679.48,3511.03,762081.16
6/11/2015,0.00,86104.38,73.49,235180.86,405638.93,1.00,73.49,640819.79,86903.69,799.30,762880.47
6/12/2015,0.00,85047.22,73.38,197394.17,510111.80,1.00,73.38,707505.97,89169.35,4122.13,767002.60
6/13/2015,0.00,83902.27,71.08,177804.14,379575.61,1.00,71.08,557379.76,82441.38,-1460.89,765541.71
6/14/2015,0.00,88818.86,70.56,161170.01,402361.51,1.00,70.56,563531.52,82321.75,-6497.11,759044.60
6/15/2015,0.00,71283.48,70.38,445187.21,0.00,1.00,70.38,445187.21,78064.51,6781.03,765825.62
6/16/2015,0.00,63390.84,71.38,164894.43,0.00,1.00,71.38,164894.43,68891.52,5500.68,771326.31
6/17/2015,0.00,84915.86,73.55,111877.04,310300.47,1.00,73.55,422177.51,79288.42,-5627.44,765698.87
6/18/2015,0.00,90788.81,74.22,217301.79,331440.10,1.00,74.22,548741.90,84152.00,-6636.81,759062.06
6/19/2015,0.00,92907.45,73.71,135860.33,365469.29,1.00,73.71,501329.62,82163.76,-10743.69,748318.38
6/20/2015,0.00,86723.12,72.52,134178.06,330105.89,1.00,72.52,464283.95,80103.50,-6619.62,741698.76
6/21/2015,0.00,87542.09,73.15,141157.39,345592.23,1.00,73.15,486749.63,81295.40,-6246.69,735452.06
6/22/2015,0.00,59534.77,73.47,173064.30,0.00,1.00,73.47,173064.30,70521.17,10986.40,746438.46
6/23/2015,0.00,53150.21,73.19,146392.64,0.00,1.00,73.19,146392.64,69409.59,16259.38,762697.84
6/24/2015,0.00,80626.51,72.44,152911.53,246335.28,1.00,72.44,399246.80,77774.80,-2851.71,759846.13
6/25/2015,0.00,80608.08,72.30,179385.94,346672.53,1.00,72.30,526058.47,82125.55,1517.47,761363.60
6/26/2015,0.00,86844.82,72.56,153419.21,375612.54,1.00,72.56,529031.75,82398.85,-4445.97,756917.64
6/27/2015,0.00,86200.48,71.83,139574.17,381224.96,1.00,71.83,520799.13,81639.69,-4560.79,752356.85
6/28/2015,0.00,86773.48,72.52,190425.71,291664.70,1.00,72.52,482090.41,80725.01,-6048.47,746308.38
6/29/2015,0.00,76804.28,72.79,451522.03,0.00,1.00,72.79,451522.03,79832.03,3027.75,749336.13
6/30/2015,0.00,59894.66,73.17,187674.56,0.00,1.00,73.17,187674.56,70836.98,10942.33,760278.45
7/1/2015,0.00,79251.26,74.08,88838.96,225079.62,1.00,74.08,313918.58,75844.55,-3406.70,756871.75
7/2/2015,0.00,89386.14,75.48,195461.57,381121.23,1.00,75.48,576582.80,85933.52,-3452.62,753419.13
7/3/2015,0.00,87286.65,74.36,252512.34,347279.45,1.00,74.36,599791.79,86028.54,-1258.11,752161.02
7/4/2015,0.00,76821.80,75.43,199513.00,308153.66,1.00,75.43,507666.66,83488.01,6666.21,758827.23
7/5/2015,0.00,57299.52,73.82,39119.53,70152.89,1.00,73.82,109272.42,68512.53,11213.01,770040.24
7/6/2015,0.00,65353.95,68.12,321518.60,0.00,1.00,68.12,321518.60,72284.70,6930.75,776971.00
7/7/2015,0.00,65506.29,69.73,115312.72,0.00,1.00,69.73,115312.72,66101.17,594.88,777565.88
7/8/2015,0.00,80746.46,72.09,158953.13,249666.74,1.00,72.09,408619.87,77880.26,-2866.20,774699.68
7/9/2015,0.00,89976.78,72.61,194301.14,354572.14,1.00,72.61,548873.29,83121.61,-6855.17,767844.51
7/10/2015,0.00,85860.46,70.90,187586.49,423444.41,1.00,70.90,611030.90,84201.93,-1658.53,766185.98
7/11/2015,0.00,91272.93,73.95,200476.84,418278.83,1.00,73.95,618755.67,86429.52,-4843.41,761342.57
7/12/2015,0.00,84732.54,74.74,197539.41,390375.50,1.00,74.74,587914.92,85857.34,1124.80,762467.37
7/13/2015,0.00,75649.21,73.63,303165.91,0.00,0.00,73.63,303165.91,73464.98,-2184.22,760283.15
7/14/2015,0.00,69549.18,74.63,57587.71,0.00,0.00,74.63,57587.71,65506.16,-4043.01,756240.13
7/15/2015,0.00,77372.55,73.58,140137.41,251307.86,0.00,73.58,391445.27,76517.55,-855.00,755385.13
7/16/2015,0.00,84987.65,74.33,136584.63,351217.61,0.00,74.33,487802.23,80371.41,-4616.24,750768.89
7/17/2015,0.00,79426.12,74.09,191733.86,375526.07,0.00,74.09,567259.93,83003.14,3577.03,754345.92
7/18/2015,0.00,84202.50,69.22,150226.22,367795.24,0.00,69.22,518021.46,78151.53,-6050.97,748294.94
7/19/2015,0.00,85487.12,66.07,251587.91,461125.72,0.00,66.07,712713.64,82945.31,-2541.81,745753.13
7/20/2015,0.00,67041.11,71.41,210763.23,0.00,0.00,71.41,210763.23,68805.70,1764.59,747517.72
7/21/2015,0.00,51388.08,73.93,0.00,0.00,0.00,73.93,0.00,63044.32,11656.25,759173.97
7/22/2015,0.00,73267.61,74.46,152699.08,256681.83,0.00,74.46,409380.90,77710.69,4443.08,763617.05
7/23/2015,0.00,80119.71,74.24,182997.22,294802.31,0.00,74.24,477799.53,79966.37,-153.34,763463.71
7/24/2015,0.00,84553.89,73.15,227067.30,321404.43,0.00,73.15,548471.73,81739.40,-2814.49,760649.22
7/25/2015,0.00,81237.40,74.63,225068.18,368779.26,0.00,74.63,593847.45,84279.03,3041.63,763690.85
7/26/2015,0.00,85326.41,74.26,311516.30,475141.03,0.00,74.26,786657.33,90789.33,5462.93,769153.77
7/27/2015,0.00,70689.20,74.48,354618.10,0.00,0.00,74.48,354618.10,75809.22,5120.02,774273.79
7/28/2015,0.00,67652.46,73.95,0.00,0.00,0.00,73.95,0.00,63057.13,-4595.33,769678.47
7/29/2015,0.00,72858.62,74.69,115020.47,244418.50,0.00,74.69,359438.97,76110.77,3252.15,772930.61
7/30/2015,0.00,79756.91,76.00,173439.84,400864.28,0.00,76.00,574304.12,84471.26,4714.35,777644.96
7/31/2015,0.00,79902.95,67.25,227496.16,335613.14,0.00,67.25,563109.30,78466.08,-1436.87,776208.10
8/1/2015,0.00,82381.48,66.59,263850.59,365864.43,0.00,66.59,629715.02,80370.33,-2011.15,774196.95
8/2/2015,0.00,78950.42,71.71,188725.89,364722.47,0.00,71.71,553448.36,80990.76,2040.34,776237.28
8/3/2015,0.00,66183.92,71.81,261565.85,0.00,0.00,71.81,261565.85,70837.17,4653.26,780890.54
8/4/2015,0.00,58633.54,70.35,56126.91,0.00,0.00,70.35,56126.91,62709.59,4076.05,784966.59
8/5/2015,0.00,75118.33,71.85,178942.74,279884.79,0.00,71.85,458827.53,77771.05,2652.72,787619.31
8/6/2015,0.00,81973.28,72.76,236067.99,360063.30,0.00,72.76,596131.29,83155.26,1181.98,788801.29
8/7/2015,0.00,80506.60,71.64,221882.37,446438.03,0.00,71.64,668320.40,84966.86,4460.26,793261.55
8/8/2015,0.00,87196.39,72.83,214614.85,464546.06,0.00,72.83,679160.91,86111.09,-1085.30,792176.24
8/9/2015,0.00,83841.37,74.31,267038.26,374880.64,0.00,74.31,641918.90,85757.55,1916.18,794092.43
8/10/2015,0.00,73048.04,74.77,237419.40,0.00,0.00,74.77,237419.40,71891.47,-1156.57,792935.86
8/11/2015,0.00,62411.33,74.80,59862.70,0.00,0.00,74.80,59862.70,65700.18,3288.85,796224.70
8/12/2015,0.00,71943.29,74.47,141928.21,200067.48,0.00,74.47,341995.69,75358.21,3414.93,799639.63
8/13/2015,0.00,78483.29,75.29,162287.15,328006.35,0.00,75.29,490293.50,81076.33,2593.03,802232.66
8/14/2015,0.00,74894.55,75.26,230489.57,505898.83,0.00,75.26,736388.40,89669.25,14774.70,817007.36
8/15/2015,0.00,82496.95,71.32,202219.78,399624.81,0.00,71.32,601844.59,82430.65,-66.30,816941.06
8/16/2015,0.00,81241.27,67.78,250894.76,384281.85,0.00,67.78,635176.61,81331.27,90.00,817031.06
8/17/2015,0.00,65270.18,68.62,231990.29,0.00,0.00,68.62,231990.29,67754.15,2483.97,819515.04
8/18/2015,0.00,62610.84,69.44,156644.10,0.00,0.00,69.44,156644.10,65646.36,3035.52,822550.56
8/19/2015,0.00,73349.30,71.86,76954.70,168906.95,0.00,71.86,245861.65,70320.32,-3028.98,819521.58
8/20/2015,0.00,83810.12,73.75,195463.93,536610.71,0.00,73.75,732074.64,88553.86,4743.74,824265.32
8/21/2015,0.00,86366.92,72.95,170365.19,425317.30,0.00,72.95,595682.49,83262.66,-3104.26,821161.06
8/22/2015,0.00,85639.87,73.43,231517.36,527555.95,0.00,73.43,759073.31,89289.01,3649.13,824810.19
8/23/2015,0.00,84491.85,73.81,179015.54,276494.73,0.00,73.81,455510.27,78912.94,-5578.91,819231.28
8/24/2015,0.00,74154.04,75.09,479580.69,0.00,0.00,75.09,479580.69,80572.30,6418.26,825649.54
8/25/2015,0.00,60681.24,75.36,30606.02,0.00,0.00,75.36,30606.02,65036.00,4354.76,830004.30
8/26/2015,0.00,80580.55,75.13,255859.61,466907.66,0.00,75.13,722767.27,89114.41,8533.87,838538.16
8/27/2015,0.00,79857.14,66.80,213796.03,306388.96,0.00,66.80,520184.99,76677.67,-3179.47,835358.69
8/28/2015,0.00,81894.71,67.42,202299.61,385780.65,0.00,67.42,588080.26,79451.95,-2442.75,832915.93
8/29/2015,0.00,80817.48,66.53,177009.16,357761.72,0.00,66.53,534770.88,77013.67,-3803.82,829112.11
8/30/2015,0.00,71263.76,66.56,77262.41,214293.84,0.00,66.56,291556.25,68517.60,-2746.16,826365.96
8/31/2015,0.00,50446.85,68.98,86616.30,0.00,0.00,68.98,86616.30,62899.39,12452.54,838818.50
9/1/2015,0.00,42665.88,74.44,117200.18,0.00,0.00,74.44,117200.18,67472.65,24806.77,863625.27
9/2/2015,0.00,50192.77,75.91,0.00,0.00,0.00,75.91,0.00,64315.06,14122.29,877747.56
9/3/2015,0.00,74076.87,75.70,146261.15,325549.01,0.00,75.70,471810.16,80691.07,6614.20,884361.76
9/4/2015,0.00,81311.95,74.83,139673.28,357384.65,0.00,74.83,497057.93,81018.31,-293.65,884068.12
9/5/2015,0.00,82668.09,74.55,217767.37,430349.80,0.00,74.55,648117.16,86127.75,3459.66,887527.78
9/6/2015,0.00,78337.63,74.00,199753.48,434384.55,0.00,74.00,634138.03,85283.59,6945.96,894473.74
9/7/2015,0.00,46691.10,74.22,140701.48,0.00,0.00,74.22,140701.48,68153.35,21462.25,915935.98
9/8/2015,0.00,48047.51,74.78,5040.84,0.00,0.00,74.78,5040.84,63765.26,15717.76,931653.74
9/9/2015,0.00,72310.11,74.30,166127.94,238076.30,0.00,74.30,404204.24,77429.00,5118.89,936772.63
9/10/2015,0.00,76904.43,73.47,144140.27,265349.14,0.00,73.47,409489.41,77082.94,178.51,936951.14
9/11/2015,0.00,84106.67,72.53,254578.85,494182.47,0.00,72.53,748761.32,88352.83,4246.15,941197.29
9/12/2015,0.00,83189.71,73.48,208564.77,316787.29,0.00,73.48,525352.05,81143.82,-2045.90,939151.40
9/13/2015,0.00,77709.64,74.45,189042.04,474263.35,0.00,74.45,663305.39,86594.15,8884.51,948035.91
9/14/2015,0.00,56847.30,74.78,208896.44,0.00,0.00,74.78,208896.44,70900.61,14053.31,962089.22
9/15/2015,0.00,53954.24,74.78,88110.32,0.00,0.00,74.78,88110.32,66674.11,12719.87,974809.08
9/16/2015,0.00,68674.84,73.62,176123.75,251361.08,0.00,73.62,427484.83,77805.81,9130.96,983940.05
9/17/2015,0.00,72117.66,72.76,156359.43,263961.63,0.00,72.76,420321.06,77002.05,4884.40,988824.44
9/18/2015,0.00,81342.03,73.39,173952.93,427960.31,0.00,73.39,601913.24,83764.56,2422.53,991246.98
9/19/2015,0.00,75636.50,71.80,176120.43,503881.23,0.00,71.80,680001.66,85477.24,9840.74,1001087.72
9/20/2015,0.00,76868.67,69.14,223862.11,421273.65,0.00,69.14,645135.77,82548.09,5679.42,1006767.14
9/21/2015,0.00,58332.79,69.67,336885.46,0.00,0.00,69.67,336885.46,72102.10,13769.31,1020536.44
9/22/2015,0.00,53655.76,67.96,191516.64,0.00,0.00,67.96,191516.64,65917.34,12261.58,1032798.02
9/23/2015,0.00,73787.15,65.58,152657.50,256611.94,0.00,65.58,409269.44,72011.82,-1775.33,1031022.69
9/24/2015,0.00,68552.58,67.22,180014.51,281561.16,0.00,67.22,461575.67,74889.82,6337.24,1037359.93
9/25/2015,0.00,76370.15,64.42,202506.51,531212.73,0.00,64.42,733719.24,82618.58,6248.43,1043608.36
9/26/2015,0.00,77610.55,58.28,269938.50,433026.35,0.00,58.28,702964.85,77600.63,-9.92,1043598.44
9/27/2015,0.00,77857.73,63.44,167112.10,445020.13,0.00,63.44,612132.23,77738.07,-119.66,1043478.78
9/28/2015,0.00,65814.86,67.18,108666.40,0.00,0.00,67.18,108666.40,62517.86,-3297.00,1040181.78
9/29/2015,0.00,49989.81,67.68,144257.16,0.00,0.00,67.68,144257.16,64081.31,14091.51,1054273.29
9/30/2015,0.00,70767.02,69.01,141196.11,202346.74,0.00,69.01,343542.86,71911.70,1144.68,1055417.97
10/1/2015,0.00,75087.84,68.79,199362.17,326659.39,0.00,68.79,526021.56,78153.03,3065.19,1058483.16
10/2/2015,0.00,81149.84,67.84,217242.29,453258.61,0.00,67.84,670500.90,82603.99,1454.15,1059937.31
10/3/2015,0.00,75249.96,67.44,237562.49,381089.83,0.00,67.44,618652.33,80533.53,5283.57,1065220.88
10/4/2015,0.00,72784.75,67.02,201149.86,421605.12,0.00,67.02,622754.98,80406.72,7621.97,1072842.85
10/5/2015,0.00,49521.28,71.24,214279.79,0.00,0.00,71.24,214279.79,68818.95,19297.67,1092140.52
10/6/2015,0.00,51096.95,56.05,0.00,0.00,0.00,56.05,0.00,51566.32,469.37,1092609.89
10/7/2015,0.00,68819.40,48.93,129004.52,314309.99,0.00,55.00,443314.51,66410.19,-2409.21,1090200.68
10/8/2015,0.00,73225.25,54.10,192921.79,266415.80,0.00,55.00,459337.59,66971.00,-6254.25,1083946.43
10/9/2015,0.00,77239.36,60.15,155203.86,365614.46,0.00,60.15,520818.32,72430.92,-4808.44,1079137.99
10/10/2015,0.00,70392.27,68.21,162717.49,225629.75,0.00,68.21,388347.24,72962.90,2570.63,1081708.62
10/11/2015,0.00,71788.53,68.78,177166.65,309554.92,0.00,68.78,486721.58,76774.28,4985.75,1086694.37
10/12/2015,0.00,50100.24,69.01,245184.76,0.00,0.00,69.01,245184.76,68469.36,18369.12,1105063.49
10/13/2015,0.00,48357.48,66.95,0.00,0.00,0.00,66.95,0.00,58564.58,10207.10,1115270.59
10/14/2015,0.00,68131.23,68.32,123935.52,204805.91,0.00,68.32,328741.42,70950.88,2819.65,1118090.24
10/15/2015,0.00,70565.08,70.04,134829.09,359050.35,0.00,70.04,493879.44,77831.61,7266.53,1125356.77
10/16/2015,0.00,69148.07,68.91,148528.96,341665.63,0.00,68.91,490194.58,76978.61,7830.53,1133187.30
10/17/2015,0.00,75216.36,57.17,208002.95,369783.03,0.00,57.17,577785.99,72512.54,-2703.82,1130483.48
10/18/2015,0.00,70414.57,55.28,158857.94,379643.56,0.00,55.28,538501.50,69920.26,-494.30,1129989.18
10/19/2015,0.00,45541.60,55.66,188346.28,0.00,0.00,55.66,188346.28,57911.29,12369.69,1142358.86
10/20/2015,0.00,44115.61,59.00,148297.07,0.00,0.00,59.00,148297.07,58654.99,14539.38,1156898.24
10/21/2015,0.00,70862.35,53.79,178745.42,390507.52,0.00,55.00,569252.94,70818.04,-44.31,1156853.93
10/22/2015,0.00,70641.87,53.95,198751.44,452892.62,0.00,55.00,651644.06,73701.73,3059.86,1159913.78
10/23/2015,0.00,72418.27,55.31,246968.37,373555.17,0.00,55.31,620523.54,72813.96,395.70,1160309.48
10/24/2015,0.00,70794.70,51.63,147018.90,339798.64,0.00,55.00,486817.54,67932.80,-2861.90,1157447.58
10/25/2015,0.00,68794.64,49.12,208206.50,341151.02,0.00,55.00,549357.51,70121.70,1327.06,1158774.64
10/26/2015,0.00,61494.45,51.27,415729.75,0.00,0.00,55.00,415729.75,65444.73,3950.28,1162724.92
10/27/2015,0.00,55624.04,52.49,135200.03,0.00,0.00,55.00,135200.03,55626.19,2.15,1162727.07
10/28/2015,0.00,67913.40,59.38,167407.41,244926.11,0.00,59.38,412333.51,68135.36,221.96,1162949.03
10/29/2015,0.00,78059.21,60.92,231492.43,447371.00,0.00,60.92,678863.43,78451.21,392.00,1163341.04
10/30/2015,0.00,71485.07,61.54,312259.59,441990.63,0.00,61.54,754250.22,81490.86,10005.79,1173346.82
10/31/2015,0.00,73198.29,62.35,183175.56,297600.19,0.00,62.35,480775.76,72440.94,-757.35,1172589.47
11/1/2015,0.00,63017.97,51.93,122693.72,251372.49,0.00,55.00,374066.21,63986.50,968.53,1173558.00
11/2/2015,0.00,50448.78,47.62,211603.25,0.00,0.00,55.00,211603.25,58300.30,7851.52,1181409.51
11/3/2015,0.00,43314.23,39.41,23893.26,0.00,0.00,55.00,23893.26,51730.45,8416.21,1189825.73
11/4/2015,0.00,53448.02,39.04,103711.21,172116.48,0.00,55.00,275827.69,60548.15,7100.14,1196925.86
11/5/2015,0.00,65494.41,40.40,113666.97,231825.35,0.00,55.00,345492.32,62986.42,-2508.00,1194417.87
11/6/2015,0.00,62859.19,47.48,119000.24,291345.42,0.00,55.00,410345.67,65256.28,2397.09,1196814.96
11/7/2015,0.00,65658.69,56.66,141899.72,285509.08,0.00,56.66,427408.80,66919.25,1260.56,1198075.52
11/8/2015,0.00,58770.07,58.08,140804.41,277012.83,0.00,58.08,417817.25,67491.76,8721.69,1206797.21
11/9/2015,0.00,38667.69,44.13,145593.22,0.00,0.00,55.00,145593.22,55989.95,17322.26,1224119.46
11/10/2015,0.00,44725.63,43.59,111159.87,0.00,0.00,55.00,111159.87,54784.78,10059.15,1234178.62
11/11/2015,0.00,68762.67,46.66,124805.64,344388.50,0.00,55.00,469194.14,67315.98,-1446.69,1232731.93
11/12/2015,0.00,75078.48,46.99,180408.25,403437.23,0.00,55.00,583845.48,71328.78,-3749.70,1228982.23
11/13/2015,0.00,69628.63,48.79,238042.48,386740.94,0.00,55.00,624783.42,72761.60,3132.98,1232115.20
11/14/2015,0.00,70423.25,54.70,180909.08,414186.58,0.00,55.00,595095.66,71722.53,1299.28,1233414.49
11/15/2015,0.00,65543.33,45.21,205207.72,298988.15,0.00,55.00,504195.86,68541.04,2997.71,1236412.19
11/16/2015,0.00,48833.67,34.11,330600.09,0.00,0.00,55.00,330600.09,62465.19,13631.52,1250043.71
11/17/2015,0.00,50348.86,34.68,76691.10,0.00,0.00,55.00,76691.10,53578.37,3229.52,1253273.23
11/18/2015,0.00,58628.43,44.48,109931.90,166278.90,0.00,55.00,276210.79,60561.56,1933.13,1255206.36
11/19/2015,0.00,67065.53,50.72,250932.03,364097.45,0.00,55.00,615029.47,72420.22,5354.68,1260561.04
11/20/2015,0.00,67573.12,28.67,217224.78,406984.36,0.00,55.00,624209.14,72741.50,5168.38,1265729.42
11/21/2015,0.00,67600.47,29.49,178190.44,298254.58,0.00,55.00,476445.02,67569.76,-30.71,1265698.71
11/22/2015,0.00,73745.43,39.28,161415.69,367816.09,0.00,55.00,529231.78,69417.30,-4328.13,1261370.58
11/23/2015,0.00,53595.57,43.12,323731.58,0.00,0.00,55.00,323731.58,62224.79,8629.22,1269999.80
11/24/2015,0.00,44407.91,45.06,25563.70,0.00,0.00,55.00,25563.70,51788.91,7381.00,1277380.80
11/25/2015,0.00,62693.36,58.68,152348.25,267343.90,0.00,58.68,419692.15,67943.44,5250.08,1282630.88
11/26/2015,0.00,73974.67,63.67,181979.08,454311.40,0.00,63.67,636290.48,78731.03,4756.36,1287387.23
11/27/2015,0.00,55360.40,49.06,219755.24,426583.71,0.00,55.00,646338.95,73516.05,18155.65,1305542.88
11/28/2015,0.00,41700.64,43.42,10792.15,14842.41,0.00,55.00,25634.56,51791.39,10090.75,1315633.63
11/29/2015,0.00,43388.03,38.29,30726.19,44583.09,0.00,55.00,75309.28,53530.01,10141.98,1325775.61
11/30/2015,0.00,43019.96,34.13,82632.49,0.00,0.00,55.00,82632.49,53786.32,10766.36,1336541.98
12/1/2015,0.00,48314.06,39.36,187965.39,0.00,0.00,55.00,187965.39,57472.97,9158.91,1345700.89
12/2/2015,0.00,68000.02,45.41,120500.57,346555.89,0.00,55.00,467056.45,67241.16,-758.85,1344942.04
12/3/2015,0.00,73470.91,49.35,167414.81,346127.54,0.00,55.00,513542.35,68868.17,-4602.75,1340339.29
12/4/2015,0.00,73340.16,52.14,208856.58,433779.06,0.00,55.00,642635.64,73386.43,46.28,1340385.57
12/5/2015,0.00,75109.91,56.00,121841.51,311758.18,0.00,56.00,433599.69,66712.31,-8397.61,1331987.96
12/6/2015,0.00,76693.74,58.19,237642.36,334989.84,0.00,58.19,572632.20,72984.34,-3709.40,1328278.56
12/7/2015,0.00,54180.22,56.14,393140.07,0.00,0.00,56.14,393140.07,65384.04,11203.82,1339482.38
12/8/2015,0.00,43318.03,57.39,50009.10,0.00,0.00,57.39,50009.10,54175.49,10857.46,1350339.85
12/9/2015,0.00,71292.20,46.28,143442.70,397850.50,0.00,55.00,541293.20,69839.45,-1452.75,1348887.09
12/10/2015,0.00,67866.53,39.02,178478.87,382775.45,0.00,55.00,561254.32,70538.09,2671.56,1351558.65
12/11/2015,0.00,63989.31,40.08,165833.00,400149.93,0.00,55.00,565982.93,70703.59,6714.28,1358272.93
12/12/2015,0.00,67775.86,37.56,210624.50,336452.12,0.00,55.00,547076.62,70041.87,2266.01,1360538.94
12/13/2015,0.00,65436.13,35.64,163641.46,465748.77,0.00,55.00,629390.23,72922.84,7486.72,1368025.65
12/14/2015,0.00,50857.32,36.09,241674.11,0.00,0.00,55.00,241674.11,59352.78,8495.46,1376521.11
12/15/2015,0.00,48945.69,37.89,0.00,0.00,0.00,55.00,0.00,50894.19,1948.49,1378469.61
12/16/2015,0.00,65830.14,39.74,154018.43,298976.95,0.00,55.00,452995.39,66749.02,918.88,1379388.49
12/17/2015,0.00,68197.86,40.44,204956.45,378965.06,0.00,55.00,583921.51,71331.44,3133.58,1382522.07
12/18/2015,0.00,69986.12,49.55,249251.99,347044.64,0.00,55.00,596296.64,71764.57,1778.45,1384300.52
12/19/2015,0.00,71684.05,42.29,184590.81,432769.75,0.00,55.00,617360.56,72501.80,817.75,1385118.27
12/20/2015,0.00,75285.99,40.94,253226.28,383020.65,0.00,55.00,636246.93,73162.83,-2123.16,1382995.11
12/21/2015,0.00,64915.23,42.87,359775.57,0.00,0.00,55.00,359775.57,63486.33,-1428.90,1381566.21
12/22/2015,0.00,50089.24,47.75,0.00,0.00,0.00,55.00,0.00,50894.19,804.94,1382371.16
12/23/2015,0.00,67735.01,47.88,162470.39,253054.90,0.00,55.00,415525.28,65437.57,-2297.44,1380073.71
12/24/2015,0.00,74127.61,47.01,213994.36,424794.77,0.00,55.00,638789.13,73251.80,-875.81,1379197.91
12/25/2015,0.00,65543.33,51.89,188004.11,265017.85,0.00,55.00,453021.96,66749.95,1206.62,1380404.53
12/26/2015,0.00,62859.19,47.48,171114.14,239231.52,0.00,55.00,410345.67,65256.28,2397.09,1382801.62
12/27/2015,0.00,65658.69,56.66,154721.99,272686.82,0.00,56.66,427408.80,66919.25,1260.56,1384062.18
12/28/2015,0.00,45056.50,40.67,88400.42,0.00,0.00,55.00,88400.42,53988.20,8931.70,1392993.88
12/29/2015,0.00,51158.38,46.71,0.00,0.00,0.00,55.00,0.00,50894.19,-264.20,1392729.68
12/30/2015,0.00,65546.41,59.46,174131.84,380428.17,0.00,59.46,554560.01,73168.98,7622.58,1400352.26
12/31/2015,0.00,71271.42,56.69,210188.54,400824.65,0.00,56.69,611013.19,73366.81,2095.39,1402447.65
